condition,query_dataset,rank,model_name,recommendation_score,source_method,reasoning
C_method2_only,HUPD/hupd,2,allegro/herbert-base-cased,0.75,method2,"Very consistent measured classification-style results, including accuracy=0.989 on allegro/klej-psc, accuracy=0.945 on allegro/klej-cdsc-e, and accuracy=0.909 on allegro/klej-polemo2-in. The main caveat is domain/language transfer, but its five real evaluations show strong text-understanding reliability."
C_method2_only,HUPD/hupd,3,sdadas/mmlw-roberta-base,0.69,method2,"This was the top GNN recommendation for HUPD/hupd and has a strong measured result on PL-MTEB/cdsce-pairclassification with accuracy=0.892 and f1=0.7. Its support is mixed, however, with PL-MTEB/cbd at accuracy=0.6811 and f1=0.5686 and PL-MTEB/allegro-reviews at accuracy=0.4026 and f1=0.356."
C_method2_only,HUPD/hupd,4,mPLUG/mPLUG-Owl3-7B-241101,0.60,method2,"Although it is multimodal rather than a pure text model, it has broad measured evidence across many evaluations, including accuracy=0.927 on HuggingFaceM4/NLVR2, accuracy=0.827 on ZiyuG/SciVerse, and accuracy=0.804 on HuggingFaceM4/MMBench. The SciVerse result is the most relevant signal for technical/scientific transfer, but modality mismatch keeps it below the text-focused models."
C_method2_only,HUPD/hupd,5,aaditya/OpenBioLLM-Llama3-8B-GGUF,0.55,method2,"It has a high measured result on a technical/scientific knowledge benchmark, with accuracy=0.8421 on shuyuej/MMLU-College-Biology-Benchmark. The evidence is only a single evaluation, so it is a weaker recommendation than models with broader measured track records."
D_claude_baseline,HUPD/hupd,1,Qwen/Qwen2.5-14B-Instruct-1M,0.93,claude_baseline,"Largest allowed Qwen2.5 with 1M context handles full patent applications without truncation and is top-tier on long-doc classification/summarization, ideal for HUPD."
D_claude_baseline,HUPD/hupd,2,Qwen/Qwen2.5-14B-Instruct,0.88,claude_baseline,Strong 14B instruction-tuned model with excellent general reasoning and 128K context; consistently high on technical/legal text tasks similar to HUPD.
D_claude_baseline,HUPD/hupd,3,Qwen/Qwen2.5-7B-Instruct-1M,0.83,claude_baseline,"Smaller but with 1M context, keeps full patent documents intact for classification and summarization while being cheaper to fine-tune than 14B."
D_claude_baseline,HUPD/hupd,4,meta-llama/Llama-3.1-8B-Instruct,0.80,claude_baseline,"128K context Llama 3.1 is a proven, robust backbone for long-document classification and summarization, strong baseline for HUPD tasks."
D_claude_baseline,HUPD/hupd,5,mistralai/Mistral-7B-Instruct-v0.3,0.72,claude_baseline,"Solid, well-optimized 7B instruction model with 32K context; a reliable and reproducible baseline for patent text classification and summarization on HUPD."
A_merged,JanosAudran/financial-reports-sec,1,sdadas/mmlw-roberta-base,0.92,both,This is the only agreement model: it is GNN rank 2 with combined score 0.1756 and has measured performance on the similar PL-MTEB/cdsce-pairclassification dataset with accuracy=0.892 and f1=0.7. Its additional track record on PL-MTEB/cbd with accuracy=0.6811 and f1=0.5686 supports it as a strong sentence-level classification/similarity candidate.
A_merged,JanosAudran/financial-reports-sec,2,gauneg/roberta-base-absa-ate-sentiment,0.84,method2,"Although only supported by the GNN source, it is directly aligned with sentiment analysis and has strong measured sentiment results: Chow05/SemEval-2014-Task-4 f1=0.8632 and NEUDM/mams f1=0.7939. This task match is especially relevant for financial-report sentiment classification."
A_merged,JanosAudran/financial-reports-sec,3,qwp4w3hyb/Hunyuan-A13B-Instruct-hf-WIP-GGUF,0.80,method1,"It has the best measured result among Source A text models on the similar EleutherAI/drop dataset, with f1=0.911. While DROP is not financial sentiment, this high real measured score suggests strong language understanding under the parameter constraint."
A_merged,JanosAudran/financial-reports-sec,4,unsloth/DeepSeek-R1-Distill-Qwen-14B,0.77,method1,"It is strongly supported by real Source A evidence on EleutherAI/drop with f1=0.883, the second-best listed result on that similar dataset. Its 14B size is within the hard constraint and suggests a capable general text model for transfer to financial reports."
A_merged,JanosAudran/financial-reports-sec,5,bartowski/internlm3-8b-instruct-GGUF,0.71,method1,"It has a strong measured Source A result on EleutherAI/drop with accuracy=0.831, outperforming most other listed sub-14B candidates on that benchmark. As an 8B instruct model, it offers a promising balance of capability and deployability for classification-style adaptation."
B_method1_only,JanosAudran/financial-reports-sec,1,sdadas/mmlw-roberta-base,0.84,method1,"This is the strongest task-aligned evidence: on PL-MTEB/cdsce-pairclassification, a similar text classification/sentiment-style dataset, it achieved accuracy=0.892 and f1=0.7. The query is also English financial text classification, making this measured result especially relevant."
B_method1_only,JanosAudran/financial-reports-sec,2,qwp4w3hyb/Hunyuan-A13B-Instruct-hf-WIP-GGUF,0.78,method1,"It has the best measured result on EleutherAI/drop, with f1=0.911. Although DROP is less directly sentiment-focused than the query dataset, this is strong grounded evidence on a nearby NLP benchmark."
B_method1_only,JanosAudran/financial-reports-sec,3,unsloth/DeepSeek-R1-Distill-Qwen-14B,0.75,method1,"It performed very strongly on EleutherAI/drop with f1=0.883, close to the top result among the eligible models. Its 14B size is within the constraint and the measured result suggests strong language understanding."
B_method1_only,JanosAudran/financial-reports-sec,4,bartowski/internlm3-8b-instruct-GGUF,0.70,method1,"On EleutherAI/drop it achieved accuracy=0.831, giving it one of the strongest measured results among sub-14B models in the neighborhood. This supports it as a capable general NLP model for transfer to financial report text."
B_method1_only,JanosAudran/financial-reports-sec,5,google/byt5-xxl,0.67,method1,"It achieved f1=0.8 on EleutherAI/drop, a solid measured result on a similar large-scale NLP benchmark. As a text-focused model, it is a plausible fit for English financial filings despite the indirect evidence."
C_method2_only,JanosAudran/financial-reports-sec,1,allenai/unifiedqa-t5-small,0.78,method2,"Strongest measured fit for likely report QA or reading-comprehension tasks: allenai/ai2_arc accuracy=0.762, allenai/qasc accuracy=0.685, allenai/ropes f1=0.67, and allenai/quoref f1=0.635 show broad text question-answering competence."
C_method2_only,JanosAudran/financial-reports-sec,2,sdadas/mmlw-roberta-base,0.74,method2,"This has the strongest GNN signal and useful measured semantic/classification evidence, especially PL-MTEB/cdsce-pairclassification accuracy=0.892 and f1=0.7. It is ranked below UnifiedQA because its track record is less consistent, with PL-MTEB/allegro-reviews accuracy=0.4026 and f1=0.356."
C_method2_only,JanosAudran/financial-reports-sec,3,FreedomIntelligence/phoenix-inst-chat-7b,0.58,method2,A plausible general-purpose 7B text model with measured reasoning/NLP results on Rowan/hellaswag accuracy=0.6323 and allenai/winogrande accuracy=0.6283. Its weaker allenai/ai2_arc accuracy=0.4471 and EleutherAI/drop f1=0.2662 keep it below the top two.
C_method2_only,JanosAudran/financial-reports-sec,4,gauneg/roberta-base-absa-ate-sentiment,0.54,method2,"Useful if the SEC reports task involves extracting aspects or sentiment from text, with strong measured results on Chow05/SemEval-2014-Task-4 f1=0.8632 and NEUDM/mams f1=0.7939. It is narrower than the higher-ranked models but has directly relevant text-extraction evidence."
C_method2_only,JanosAudran/financial-reports-sec,5,ggml-org/Qwen2.5-Omni-7B-GGUF,0.50,method2,"A broad 7B model with several solid measured results, including OpenGVLab/CRPE accuracy=0.765, AI4Math/MathVista accuracy=0.679, and Lin-Chen/MMStar accuracy=0.64. It is included as a versatile fallback, though its measured evidence is less directly financial-text-specific."
D_claude_baseline,JanosAudran/financial-reports-sec,1,Qwen/Qwen2.5-14B-Instruct,0.90,claude_baseline,"Strongest general-purpose 14B model in the list with excellent long-context handling and classification/reasoning ability, ideal for fine-tuning on SEC sentence-level sentiment labels."
D_claude_baseline,JanosAudran/financial-reports-sec,2,ChanceFocus/finma-7b-full,0.86,claude_baseline,"Finance-domain LLaMA fine-tuned on FinGPT/FLARE benchmarks including SEC-style filings and sentiment tasks, giving a strong domain prior for this dataset."
D_claude_baseline,JanosAudran/financial-reports-sec,3,ceadar-ie/FinanceConnect-13B,0.82,claude_baseline,"13B model explicitly pretrained/tuned on financial corpora, well-aligned to the vocabulary and discourse of 10-K reports for classification fine-tuning."
D_claude_baseline,JanosAudran/financial-reports-sec,4,meta-llama/Llama-3.1-8B-Instruct,0.80,claude_baseline,"Robust, widely-benchmarked 8B instruct model with strong transfer to financial NLP after fine-tuning; excellent baseline for sentence-level sentiment."
D_claude_baseline,JanosAudran/financial-reports-sec,5,google/gemma-2-9b-it,0.78,claude_baseline,High-performing 9B instruct model with strong classification accuracy on long-form English text; competitive on FinBench-style tasks with light fine-tuning.
A_merged,MU-NLPC/Calc-asdiv_a,1,llm-agents/tora-code-7b-v1.0,0.88,both,Strongest overall because it appears in both sources and has the best measured result on EleutherAI/asdiv with accuracy=0.787. Its additional math-word-problem track record on ChilleD/SVAMP accuracy=0.704 and Arietem/tabmwp accuracy=0.516 supports transfer to Calc-asdiv_a.
A_merged,MU-NLPC/Calc-asdiv_a,2,RichardErkhov/microsoft_-_rho-math-7b-interpreter-v0.1-gguf,0.85,method1,Best measured model on the most similar retrieved dataset MU-NLPC/Calc-svamp with accuracy=0.808. Its interpreter-style math focus is especially relevant to Calc-X arithmetic problems with calculator/tool-style chains.
A_merged,MU-NLPC/Calc-asdiv_a,3,microsoft/rho-math-1b-interpreter-v0.1,0.80,method1,"Very relevant measured evidence on EleutherAI/asdiv with accuracy=0.742, which is directly related to the ASDiv-derived query dataset. The interpreter/math specialization makes it a strong fit despite only one listed similar-dataset result."
A_merged,MU-NLPC/Calc-asdiv_a,4,deepseek-ai/deepseek-coder-7b-base-v1.5,0.74,both,Appears in both sources and has consistent measured performance across relevant reasoning datasets: EleutherAI/asdiv accuracy=0.672 and Arietem/tabmwp accuracy=0.634. It is weaker than ToRA on ASDiv but has broader supporting track record including PNYX/bbh accuracy=0.552.
A_merged,MU-NLPC/Calc-asdiv_a,5,TheBloke/MAmmoTH-Coder-13B-GGUF,0.72,method1,"Strong measured result on the closest retrieved dataset MU-NLPC/Calc-svamp with accuracy=0.732. Although it lacks agreement with the GNN and has only one listed similar-dataset measurement, its performance on the highly similar Calc-SVAMP benchmark makes it promising."
B_method1_only,MU-NLPC/Calc-asdiv_a,1,RichardErkhov/microsoft_-_rho-math-7b-interpreter-v0.1-gguf,0.88,method1,Best measured result on the closest neighbor MU-NLPC/Calc-svamp with accuracy=0.808. Its interpreter-oriented math specialization is well aligned with Calc-asdiv_a's calculator/tool-use arithmetic format.
B_method1_only,MU-NLPC/Calc-asdiv_a,2,llm-agents/tora-code-7b-v1.0,0.84,method1,"Top result on EleutherAI/asdiv with accuracy=0.787, which is highly relevant because the query dataset is derived from ASDiv. Strong code/math reasoning makes it a promising fit for chain-based arithmetic solutions."
B_method1_only,MU-NLPC/Calc-asdiv_a,3,microsoft/rho-math-1b-interpreter-v0.1,0.79,method1,"Strong measured performance on EleutherAI/asdiv with accuracy=0.742. Although smaller than the 7B rho-math variant, its interpreter-style design matches the query dataset's external-calculation objective."
B_method1_only,MU-NLPC/Calc-asdiv_a,4,TheBloke/MAmmoTH-Coder-13B-GGUF,0.77,method1,Second-best measured model on the closest neighbor MU-NLPC/Calc-svamp with accuracy=0.732. Its math-coding orientation is relevant for arithmetic reasoning with structured solution chains.
B_method1_only,MU-NLPC/Calc-asdiv_a,5,deepseek-ai/deepseek-coder-7b-base-v1.5,0.70,method1,"Measured directly on EleutherAI/asdiv with accuracy=0.672, giving grounded evidence on the source-style ASDiv word problems. It is weaker than the top ASDiv and Calc-SVAMP models but remains a solid <=14B candidate from relevant evidence."
C_method2_only,MU-NLPC/Calc-asdiv_a,1,llm-agents/tora-code-7b-v1.0,0.88,method2,"Strongest fit because it has the best direct measured result on EleutherAI/asdiv with accuracy=0.787, plus strong related math-word-problem performance on ChilleD/SVAMP with accuracy=0.704. It also has supporting table-reasoning evidence on Arietem/tabmwp with accuracy=0.516."
C_method2_only,MU-NLPC/Calc-asdiv_a,2,deepseek-ai/deepseek-coder-7b-base-v1.5,0.76,method2,"Good measured match to the query because it scores accuracy=0.672 on EleutherAI/asdiv and accuracy=0.634 on Arietem/tabmwp. Its broader reasoning record is also solid, with PNYX/bbh accuracy=0.552 and Rowan/hellaswag accuracy=0.699."
